rank_diff,home_form_win_rate,away_form_win_rate,home_form_goal_rate,away_form_goal_rate,home_form_concede,away_form_concede,h2h_home_win_rate,tournament_weight,is_neutral,home_team,away_team,date,home_score,away_score,outcome
8,0.0,0.6,0.6,0.8,0.8,0.4,0.42857142857142855,0.3,0,Italy,Mexico,2016-01-27,2,2,1
-2,0.8,1.0,2.2,2.0,0.6,0.6,0.2,0.3,1,Uruguay,Belgium,2016-01-29,0,1,2
2,0.6,0.2,1.8,0.6,0.8,0.4,0.375,0.3,0,Uruguay,Denmark,2016-01-30,1,1,1
2,0.2,0.6,0.8,1.0,1.4,0.4,0.4444444444444444,1.0,1,France,Germany,2016-02-01,1,1,1
3,0.4,0.2,0.8,1.2,0.6,1.0,0.18181818181818182,0.3,0,Germany,Spain,2016-02-03,1,1,1
-3,0.2,0.0,0.8,0.8,0.6,1.0,0.125,0.3,1,Denmark,Italy,2016-02-04,0,0,1
5,0.4,0.4,0.6,1.0,0.8,0.8,0.375,0.3,0,Morocco,Mexico,2016-02-06,0,1,2
-7,0.2,0.2,0.2,0.8,0.8,1.2,0.25,1.0,1,Morocco,Portugal,2016-02-10,0,0,1
-8,0.2,0.2,0.2,0.8,0.8,1.2,0.3333333333333333,0.3,0,Morocco,England,2016-02-17,0,1,2
-10,0.2,0.2,0.6,1.4,0.2,1.6,0.375,0.8,0,Denmark,Argentina,2016-02-19,0,3,2
7,0.0,0.6,0.2,1.6,0.8,1.2,0.375,0.3,0,Denmark,Senegal,2016-02-20,1,0,0
17,0.2,0.2,0.8,0.8,0.8,1.4,0.6470588235294118,0.3,0,Germany,USA,2016-02-21,0,1,2
-2,0.2,0.6,0.2,1.8,1.0,0.8,0.4,0.6,0,Morocco,Uruguay,2016-03-08,1,0,0
-6,0.4,0.2,0.8,1.2,1.0,1.2,0.3076923076923077,0.8,0,Senegal,Switzerland,2016-03-08,1,0,0
9,0.4,0.6,1.6,1.4,1.0,1.2,0.25,1.0,1,Uruguay,Senegal,2016-03-08,1,0,0
-3,0.4,0.4,0.8,1.0,1.0,0.8,0.5,0.3,0,USA,Mexico,2016-03-09,1,2,2
1,0.2,0.2,1.0,0.4,1.6,0.8,0.46153846153846156,0.6,0,Croatia,Denmark,2016-03-11,2,1,0
-14,0.2,0.4,0.8,1.0,1.2,0.6,0.08333333333333333,0.3,0,South Korea,Uruguay,2016-03-11,0,1,2
1,0.2,0.2,0.8,0.6,0.8,1.0,0.23076923076923078,0.85,0,Germany,England,2016-03-19,0,0,1
7,0.0,0.4,1.0,1.0,1.4,1.0,0.42857142857142855,1.0,1,Switzerland,USA,2016-03-20,2,0,0
-2,0.2,0.2,1.2,0.2,0.8,0.4,0.5,0.3,0,Spain,England,2016-03-25,3,0,0
1,0.4,0.4,1.8,0.8,0.8,0.8,0.3333333333333333,0.3,1,Spain,Netherlands,2016-03-29,1,1,1
-5,0.2,0.4,0.6,1.0,1.2,0.8,0.5,0.3,0,Denmark,Netherlands,2016-04-02,0,2,2
8,0.2,0.2,1.0,0.8,1.0,1.4,0.5384615384615384,0.3,0,Switzerland,Japan,2016-04-09,1,0,0
12,0.4,0.2,1.2,0.4,1.0,1.4,0.2857142857142857,0.3,0,Brazil,Denmark,2016-04-12,1,1,1
20,0.4,0.2,1.2,0.6,1.0,1.2,0.5625,0.85,0,Brazil,USA,2016-04-13,2,0,0
-6,0.4,0.2,0.6,0.2,0.6,0.6,0.3,1.0,1,Uruguay,England,2016-04-14,2,1,0
2,0.2,0.2,0.6,0.4,0.6,0.8,0.5833333333333334,0.3,0,Germany,Portugal,2016-04-15,1,0,0
4,0.4,0.6,0.8,1.4,0.6,0.6,0.5555555555555556,0.3,0,Switzerland,Mexico,2016-04-17,1,0,0
-14,0.2,0.2,0.4,1.4,1.4,0.8,0.17647058823529413,0.3,0,USA,Spain,2016-04-17,0,1,2
3,0.2,0.6,0.4,1.2,1.0,0.6,0.14285714285714285,0.3,0,England,Netherlands,2016-04-19,0,0,1
3,1.0,0.4,1.8,1.0,0.6,1.4,0.4166666666666667,0.6,1,Belgium,Croatia,2016-04-20,2,3,2
-2,0.6,0.4,1.0,1.4,0.4,1.8,0.21428571428571427,0.3,0,Switzerland,Croatia,2016-04-21,3,1,0
8,0.4,0.8,1.2,2.0,0.8,1.2,0.3333333333333333,1.0,1,Brazil,Belgium,2016-04-26,1,1,1
5,0.4,0.4,1.8,1.0,1.4,0.6,0.1111111111111111,0.3,0,Argentina,Netherlands,2016-04-27,1,2,2
-10,0.2,0.4,0.8,1.4,1.4,2.2,0.3076923076923077,0.8,0,Japan,Croatia,2016-04-29,0,1,2
-2,0.4,0.6,0.4,1.0,0.4,0.6,0.4,0.6,0,Morocco,Uruguay,2016-04-30,0,0,1
-1,0.0,0.6,0.6,2.0,0.8,1.4,0.14285714285714285,0.6,0,Italy,Belgium,2016-05-07,0,1,2
7,0.6,0.2,1.4,0.8,0.8,1.2,0.2857142857142857,0.3,1,Mexico,South Korea,2016-05-10,1,1,1
-6,0.4,0.6,1.2,1.6,1.0,1.8,0.23076923076923078,0.3,0,Mexico,Croatia,2016-05-12,1,0,0
-3,0.6,0.2,1.8,0.2,1.2,0.8,0.45454545454545453,0.85,1,Belgium,Portugal,2016-05-14,0,2,2
-13,0.2,0.6,0.8,1.4,1.2,1.4,0.375,0.6,0,South Korea,Croatia,2016-05-23,1,0,0
9,0.2,0.6,1.6,1.4,1.8,1.4,0.18181818181818182,0.3,1,Argentina,Croatia,2016-05-23,1,1,1
17,0.2,0.6,1.0,1.0,0.8,0.6,0.5555555555555556,0.3,0,Brazil,Mexico,2016-05-25,2,1,0
-7,0.2,0.2,0.6,0.4,1.6,0.8,0.1111111111111111,0.6,0,Denmark,Portugal,2016-06-05,2,0,0
10,0.0,0.2,0.8,0.6,1.6,1.2,0.5,1.0,1,France,Croatia,2016-06-08,2,0,0
-7,0.4,0.2,1.0,1.2,1.2,1.4,0.17647058823529413,0.85,0,Belgium,France,2016-06-12,1,2,2
7,0.2,0.6,0.2,1.0,0.4,0.8,0.21428571428571427,0.3,0,Morocco,Senegal,2016-06-14,2,3,2
-5,0.0,0.2,0.4,0.4,0.8,1.0,0.16666666666666666,0.6,0,Italy,England,2016-06-22,1,1,1
-9,0.2,0.4,0.6,1.0,1.0,1.0,0.07692307692307693,0.8,0,Japan,Denmark,2016-06-24,1,1,1
8,0.2,0.2,0.6,0.4,0.8,1.4,0.42857142857142855,1.0,1,Morocco,USA,2016-06-25,3,1,0
9,0.2,0.2,0.6,1.0,0.6,1.2,0.42857142857142855,0.3,0,Germany,Denmark,2016-06-25,0,3,2
16,0.2,0.2,0.4,0.8,1.0,1.0,0.45454545454545453,0.3,0,Portugal,Japan,2016-06-27,1,0,0
11,0.0,0.0,0.6,0.4,0.8,2.0,0.5,0.3,0,Italy,USA,2016-06-29,2,0,0
-3,0.2,0.4,0.4,1.4,1.0,1.0,0.36363636363636365,0.85,0,Germany,Brazil,2016-06-29,1,1,1
1,0.4,0.2,1.6,1.4,1.4,1.6,0.36363636363636365,0.3,0,France,Argentina,2016-06-30,2,0,0
-1,0.0,0.6,0.2,1.4,2.0,1.2,0.3,0.3,0,USA,Senegal,2016-07-04,0,0,1
-1,0.8,0.4,1.4,1.2,0.4,1.0,0.2222222222222222,1.0,1,Switzerland,Morocco,2016-07-05,0,2,2
-7,0.8,0.4,1.4,1.4,0.6,0.6,0.6,0.3,1,Switzerland,Spain,2016-07-09,1,0,0
10,0.6,0.2,1.8,0.4,1.2,1.0,0.5,0.3,1,France,Croatia,2016-07-09,4,0,0
-12,0.0,0.2,0.2,1.0,1.6,1.6,0.16666666666666666,0.6,0,USA,Belgium,2016-07-12,1,2,2
2,0.6,0.6,0.8,1.6,0.4,0.8,0.4,0.3,0,Uruguay,Morocco,2016-07-17,0,1,2
7,0.2,0.6,0.4,0.8,1.0,0.4,0.2222222222222222,0.85,1,Germany,Uruguay,2016-07-23,2,0,0
10,0.6,0.4,1.4,1.0,0.6,1.0,0.6666666666666666,0.3,0,Netherlands,Mexico,2016-07-24,1,0,0
-12,0.4,0.4,1.0,1.4,0.6,0.8,0.3333333333333333,1.0,1,South Korea,Denmark,2016-07-24,2,0,0
-9,0.4,0.4,1.4,0.8,0.8,0.8,0.2857142857142857,0.3,1,Denmark,Germany,2016-07-30,0,1,2
-7,0.8,0.4,1.2,1.2,0.6,0.6,0.6,0.6,0,Switzerland,Spain,2016-08-04,1,0,0
1,0.6,0.0,1.0,0.4,0.8,1.2,0.23076923076923078,0.6,0,Germany,England,2016-08-05,1,4,2
10,0.2,0.6,1.4,1.6,1.8,0.8,0.2,1.0,1,Argentina,Morocco,2016-08-07,0,0,1
-7,0.0,0.2,0.2,1.2,1.8,1.4,0.16666666666666666,0.8,0,Croatia,England,2016-08-08,2,4,2
6,0.0,0.2,0.6,0.6,2.4,1.0,0.6153846153846154,0.6,0,Croatia,Mexico,2016-08-10,1,0,0
-6,0.2,0.2,0.6,0.6,1.0,2.2,0.23076923076923078,0.3,0,Mexico,Croatia,2016-08-11,1,2,2
-15,0.2,0.4,0.6,1.0,1.0,0.6,0.15384615384615385,0.8,0,Japan,Spain,2016-08-12,0,0,1
-3,0.4,0.6,0.6,1.2,0.8,0.4,0.7142857142857143,0.6,0,Uruguay,Netherlands,2016-08-12,2,0,0
-9,0.4,0.4,0.8,0.8,0.8,0.8,0.4166666666666667,0.85,0,Senegal,Uruguay,2016-08-20,2,0,0
-16,0.0,0.4,0.4,2.0,1.6,1.2,0.2222222222222222,0.85,0,USA,England,2016-08-20,2,1,0
-13,0.0,0.4,0.2,1.0,0.8,1.2,0.4,0.6,0,Japan,Belgium,2016-08-22,3,1,0
6,0.8,0.6,1.2,1.2,0.6,0.6,0.5384615384615384,0.3,0,Switzerland,Senegal,2016-08-27,1,1,1
9,0.6,0.2,1.6,0.8,0.8,0.8,0.23076923076923078,1.0,1,Morocco,Japan,2016-08-28,1,1,1
14,0.2,0.2,0.4,0.8,0.6,1.6,0.7647058823529411,0.85,0,Spain,USA,2016-08-30,1,0,0
24,0.4,0.4,1.4,0.8,0.8,0.4,0.3,0.85,1,Brazil,South Korea,2016-08-30,1,0,0
-11,0.6,0.4,1.4,1.0,0.6,1.6,0.4,0.3,0,Senegal,Belgium,2016-09-01,2,0,0
-19,0.2,0.8,0.6,2.2,1.2,0.4,0.3076923076923077,0.6,0,USA,France,2016-09-01,0,0,1
-2,0.2,0.6,1.0,1.0,0.8,0.6,0.5,0.6,0,Italy,Netherlands,2016-09-06,2,0,0
2,0.2,0.2,0.8,0.4,2.0,1.0,0.5333333333333333,0.85,0,Belgium,Uruguay,2016-09-10,2,1,0
13,0.6,0.6,1.4,1.2,0.6,0.8,0.3076923076923077,1.0,1,Brazil,Switzerland,2016-09-12,1,1,1
-6,0.2,0.4,0.6,1.0,1.2,2.2,0.23076923076923078,0.8,0,Mexico,Croatia,2016-09-15,0,1,2
5,0.4,0.4,2.0,1.0,1.2,0.4,0.3333333333333333,1.0,1,England,Italy,2016-09-19,1,1,1
5,0.4,0.4,1.0,1.2,1.6,1.8,0.5,0.3,1,Germany,Belgium,2016-09-21,3,1,0
-11,0.2,0.4,0.6,1.2,0.8,0.6,0.3,0.85,0,USA,Italy,2016-09-23,0,2,2
-6,0.4,0.4,1.2,0.4,0.8,0.4,0.15384615384615385,0.3,0,Denmark,Spain,2016-09-24,0,0,1
6,0.6,0.0,1.2,0.4,1.8,1.4,0.6153846153846154,1.0,1,Croatia,Mexico,2016-10-02,1,2,2
-5,0.4,0.6,1.2,1.6,2.0,1.2,0.2,0.8,0,Belgium,Germany,2016-10-02,1,1,1
10,0.6,0.4,1.6,0.8,1.2,0.8,0.3333333333333333,0.3,0,Germany,Switzerland,2016-10-06,0,1,2
-11,0.6,0.2,1.6,1.0,0.6,2.0,0.4,1.0,1,Senegal,Belgium,2016-10-10,1,2,2
-15,0.2,0.4,0.6,0.6,1.2,0.6,0.2,1.0,1,USA,Portugal,2016-10-11,1,3,2
-16,0.4,0.4,0.8,1.2,0.6,1.6,0.38461538461538464,0.6,0,South Korea,Belgium,2016-10-13,3,1,0
1,0.8,0.2,2.0,1.0,0.2,1.0,0.36363636363636365,0.3,0,France,Argentina,2016-10-14,2,0,0
14,0.6,0.4,1.2,1.2,0.8,0.6,0.2222222222222222,0.3,1,Portugal,Senegal,2016-10-18,2,1,0
-2,0.2,0.4,0.2,2.2,0.4,1.4,0.5,0.85,0,Spain,England,2016-10-19,3,1,0
-1,0.8,0.4,2.0,1.2,0.2,0.8,0.36363636363636365,0.8,0,France,Brazil,2016-10-20,4,0,0
12,0.6,0.6,1.4,1.4,0.4,0.6,0.0,1.0,1,Morocco,South Korea,2016-10-21,1,1,1
19,0.4,0.4,1.0,1.4,1.4,1.0,0.42857142857142855,0.6,0,Brazil,Senegal,2016-10-21,1,2,2
-6,0.4,0.2,0.8,0.8,0.4,1.6,0.45454545454545453,0.3,0,Spain,Brazil,2016-10-22,0,0,1
-13,0.6,0.6,1.4,1.4,0.6,1.4,0.375,1.0,1,South Korea,Croatia,2016-10-24,1,0,0
-20,0.6,0.4,1.4,2.2,0.6,1.8,0.3333333333333333,0.3,0,South Korea,England,2016-10-25,1,1,1
-7,0.4,0.4,1.4,1.0,1.2,0.4,0.5,0.6,0,Senegal,Morocco,2016-10-30,4,2,0
-16,0.2,0.8,1.0,1.6,0.8,0.8,0.2727272727272727,0.85,0,Japan,Portugal,2016-11-05,0,0,1
-11,0.6,0.0,1.0,0.4,0.4,1.4,0.375,0.3,0,Switzerland,Argentina,2016-11-06,0,2,2
10,0.2,0.2,0.6,0.6,1.4,1.4,0.5555555555555556,0.6,0,Uruguay,USA,2016-11-06,0,1,2
-2,0.4,0.6,0.6,1.2,1.0,0.8,0.18181818181818182,0.3,0,Netherlands,Portugal,2016-11-08,4,1,0
-16,0.2,0.8,0.6,2.4,1.2,0.0,0.125,0.3,0,Mexico,France,2016-11-11,0,2,2
-15,0.6,0.2,2.0,1.6,1.4,1.8,0.4,0.85,0,Senegal,England,2016-11-11,0,1,2
-8,0.2,0.2,1.0,1.0,1.2,1.4,0.3333333333333333,0.3,1,Morocco,England,2016-11-14,0,2,2
-4,0.2,0.4,0.6,0.8,1.4,0.8,0.3333333333333333,0.3,0,Mexico,Switzerland,2016-11-16,1,0,0
-9,0.6,0.2,1.0,0.6,0.8,1.0,0.2727272727272727,0.85,0,Croatia,Argentina,2016-11-18,1,1,1
17,0.2,0.4,0.6,1.6,1.0,1.6,0.1,0.85,0,Argentina,Senegal,2016-11-22,1,1,1
4,0.6,0.2,1.6,0.6,0.4,1.0,0.2222222222222222,1.0,1,Italy,Switzerland,2016-11-25,0,0,1
-3,0.6,0.4,1.4,0.8,0.2,0.2,0.3333333333333333,0.3,1,Italy,Spain,2016-11-28,0,1,2
-15,0.2,0.6,0.8,1.0,0.6,0.2,0.15384615384615385,0.85,0,Japan,Spain,2016-11-30,0,1,2
-19,0.4,0.6,1.2,1.4,0.8,1.2,0.0,0.3,0,South Korea,Portugal,2016-12-04,0,2,2
-3,0.2,0.4,0.8,1.0,0.8,0.4,0.125,0.6,0,Denmark,Italy,2016-12-04,3,0,0
6,0.4,0.2,1.2,0.6,1.0,1.4,0.3,0.3,1,England,Uruguay,2016-12-05,5,0,0
-12,0.4,0.0,1.2,0.8,1.0,1.6,0.3333333333333333,0.3,1,South Korea,Morocco,2016-12-08,2,0,0
6,0.6,0.2,1.4,0.4,1.2,0.8,0.375,0.3,0,Netherlands,Switzerland,2016-12-08,0,1,2
-8,0.4,0.4,1.0,1.2,1.0,1.4,0.2,0.6,0,Croatia,Germany,2016-12-15,2,4,2
-16,0.2,0.6,0.8,1.6,0.6,1.2,0.2727272727272727,0.3,0,Japan,Portugal,2016-12-21,2,1,0
11,0.2,0.4,0.6,1.2,2.0,0.8,0.18181818181818182,0.3,0,Uruguay,Japan,2016-12-22,2,2,1
4,0.2,0.4,0.6,0.4,1.0,0.6,0.2222222222222222,0.3,0,Italy,Switzerland,2016-12-23,1,1,1
3,0.4,0.2,0.8,0.4,1.2,1.2,0.5,0.85,0,Mexico,USA,2016-12-24,2,0,0
3,0.4,0.0,1.0,0.6,1.2,2.4,0.2857142857142857,0.85,0,Netherlands,Uruguay,2016-12-25,1,2,2
7,0.2,0.6,1.0,1.0,2.2,0.8,0.5333333333333333,0.3,0,Uruguay,Mexico,2016-12-25,0,2,2
4,0.4,0.0,1.4,0.8,1.8,2.0,0.4444444444444444,0.6,0,Belgium,Morocco,2016-12-25,2,2,1
-8,0.4,0.2,1.6,1.0,1.4,1.6,0.25,0.85,1,Senegal,Croatia,2016-12-26,0,1,2
-9,0.2,0.2,0.4,1.0,1.4,1.6,0.42857142857142855,1.0,1,USA,Croatia,2016-12-27,0,0,1
11,0.6,0.8,1.0,1.4,0.2,0.6,0.5,0.6,0,Spain,Mexico,2016-12-27,1,3,2
2,0.2,0.0,0.8,1.0,2.2,2.2,0.4,0.3,1,Uruguay,Morocco,2016-12-29,1,0,0
-7,0.4,0.4,1.0,1.8,2.0,1.8,0.3333333333333333,0.85,1,Uruguay,Germany,2016-12-30,2,0,0
-3,0.2,0.6,0.4,1.4,0.8,1.0,0.3,1.0,1,Switzerland,Uruguay,2016-12-31,4,0,0
-12,0.4,0.4,1.0,1.2,0.8,0.6,0.3333333333333333,0.3,0,South Korea,Denmark,2017-01-01,1,0,0
-4,0.2,0.4,0.6,1.2,1.0,1.4,0.4444444444444444,0.8,0,Italy,Portugal,2017-01-07,1,1,1
-1,0.6,0.0,1.0,0.4,1.4,1.2,0.125,0.3,1,Uruguay,Italy,2017-01-08,0,0,1
-4,0.2,0.2,0.6,1.4,0.8,2.0,0.3333333333333333,0.6,1,Denmark,Belgium,2017-01-11,1,0,0
-3,0.6,0.2,1.0,1.0,0.6,1.0,0.4166666666666667,0.8,0,South Korea,Japan,2017-01-13,3,1,0
-7,0.4,0.6,1.2,1.2,0.4,0.8,0.6,0.85,0,Switzerland,Spain,2017-01-16,1,1,1
-13,0.4,0.4,1.4,0.8,1.2,0.8,0.36363636363636365,0.3,1,Senegal,Spain,2017-01-19,1,1,1
-14,0.2,0.4,0.4,1.0,1.4,1.0,0.17647058823529413,1.0,1,USA,Spain,2017-01-20,0,1,2
1,0.4,0.2,0.6,0.8,1.2,1.2,0.2222222222222222,0.85,0,Uruguay,Croatia,2017-01-21,0,0,1
-4,0.0,0.2,0.4,1.0,1.2,1.4,0.4444444444444444,0.6,0,Italy,Portugal,2017-01-21,3,1,0
-2,0.2,0.8,1.2,1.6,1.2,0.6,0.4444444444444444,0.3,0,Senegal,Mexico,2017-01-22,1,0,0
13,0.2,0.4,0.6,1.4,1.4,0.4,0.3076923076923077,1.0,1,Brazil,Switzerland,2017-01-23,1,1,1
19,0.2,0.2,0.8,1.0,0.8,1.4,0.45454545454545453,1.0,1,Argentina,Japan,2017-01-25,1,2,2
17,0.2,0.2,0.8,0.6,0.8,0.8,0.1,0.6,0,Argentina,Senegal,2017-01-25,1,1,1
-2,0.4,0.6,1.0,2.0,1.0,0.8,0.5,0.6,0,Spain,England,2017-01-26,2,2,1
5,0.2,0.4,1.0,0.8,1.6,0.4,0.25,1.0,1,Netherlands,Denmark,2017-01-27,0,1,2
14,0.2,0.2,1.2,0.4,1.4,1.2,0.7647058823529411,1.0,1,Spain,USA,2017-01-27,1,0,0
3,0.8,0.2,1.6,0.4,0.4,1.2,0.5,0.3,0,Mexico,USA,2017-01-27,0,2,2
-2,0.2,0.4,1.2,1.2,1.6,0.8,0.5833333333333334,0.85,0,Belgium,Spain,2017-01-31,2,0,0
2,0.4,0.6,0.6,1.0,0.8,0.2,0.375,1.0,1,Uruguay,Denmark,2017-02-02,1,1,1
-9,0.6,0.4,1.4,1.4,0.8,1.4,0.3,0.6,0,Mexico,Belgium,2017-02-03,1,1,1
-5,0.2,0.2,0.6,1.2,1.0,2.0,0.6666666666666666,0.3,0,Uruguay,Portugal,2017-02-09,1,0,0
-3,0.0,0.2,0.8,1.0,2.2,1.2,0.46153846153846156,0.6,0,Morocco,Italy,2017-02-09,1,0,0
14,0.4,0.2,1.0,0.4,1.0,0.8,0.7647058823529411,1.0,1,Spain,USA,2017-02-14,3,0,0
7,0.6,0.2,1.2,0.8,0.4,0.8,0.375,0.85,1,Denmark,Senegal,2017-02-15,0,2,2
-8,0.4,0.2,1.0,0.8,0.6,1.0,0.25,0.85,0,Senegal,Croatia,2017-02-20,2,1,0
-9,0.2,0.2,0.4,0.8,1.0,1.2,0.42857142857142855,0.6,0,USA,Croatia,2017-02-23,2,1,0
13,0.0,0.4,0.6,1.6,1.6,0.6,0.3076923076923077,1.0,1,Brazil,Switzerland,2017-02-25,1,2,2
-14,0.6,0.2,1.4,0.4,0.8,1.0,0.08333333333333333,0.85,0,South Korea,Uruguay,2017-02-25,0,5,2
0,0.4,0.2,0.6,0.6,0.8,1.4,0.25,0.3,0,Denmark,Morocco,2017-03-04,2,0,0
5,0.6,0.2,1.4,0.6,0.8,0.8,0.5,0.85,0,Spain,Croatia,2017-03-05,1,2,2
-17,0.6,0.2,1.2,1.0,1.6,1.4,0.38461538461538464,0.8,0,South Korea,Netherlands,2017-03-06,1,2,2
-8,0.4,0.2,1.4,1.2,0.2,1.0,0.38461538461538464,0.3,0,Uruguay,Argentina,2017-03-07,1,3,2
-10,0.4,0.0,1.6,0.6,0.8,1.8,0.1111111111111111,1.0,1,Uruguay,Brazil,2017-03-08,0,0,1
6,0.0,0.4,0.6,1.4,1.0,1.2,0.18181818181818182,0.6,1,Brazil,Spain,2017-03-13,0,0,1
2,0.4,0.6,1.6,1.0,0.8,0.6,0.375,0.8,0,Uruguay,Denmark,2017-03-26,1,0,0
-11,0.6,0.4,1.4,1.8,1.6,0.8,0.21428571428571427,1.0,1,South Korea,Switzerland,2017-03-26,0,0,1
-11,0.4,0.8,0.8,2.4,0.8,0.0,0.06666666666666667,1.0,1,Denmark,France,2017-04-01,1,2,2
-11,0.2,0.0,0.8,0.4,1.0,0.6,0.0,0.3,0,Croatia,Brazil,2017-04-06,0,0,1
1,0.4,0.2,1.4,1.2,1.2,1.4,0.4166666666666667,0.85,0,Netherlands,Belgium,2017-04-08,2,0,0
-8,0.4,0.2,0.8,0.6,1.2,1.4,0.21428571428571427,0.85,0,USA,Morocco,2017-04-08,1,1,1
-17,0.4,0.6,1.4,2.2,1.6,0.6,0.16666666666666666,0.3,0,Japan,England,2017-04-21,0,1,2
-10,0.2,0.2,0.8,1.4,1.2,1.2,0.375,1.0,1,Denmark,Argentina,2017-04-21,1,1,1
3,0.2,0.2,1.4,1.0,1.2,1.4,0.2727272727272727,0.3,0,Argentina,Portugal,2017-04-25,2,1,0
9,0.2,0.4,0.8,1.4,1.2,1.6,0.23076923076923078,0.3,0,Morocco,Japan,2017-04-27,0,0,1
-4,0.2,0.4,1.0,1.2,1.4,1.0,0.125,1.0,1,Japan,Mexico,2017-04-28,1,1,1
-9,0.4,0.2,1.0,0.8,1.2,1.0,0.42857142857142855,0.3,0,USA,Croatia,2017-05-01,0,1,2
12,0.0,0.2,0.8,1.0,1.8,1.2,0.25,0.3,1,Portugal,Mexico,2017-05-03,0,0,1
11,0.6,0.2,1.6,0.8,0.6,1.2,0.18181818181818182,0.3,0,Uruguay,Japan,2017-05-03,0,2,2
16,0.8,0.0,2.0,0.4,0.2,1.0,0.5,0.3,0,France,Mexico,2017-05-04,4,1,0
1,0.2,0.4,1.0,1.4,0.8,1.0,0.375,0.3,1,Italy,Uruguay,2017-05-06,2,0,0
2,0.6,0.4,1.4,1.0,0.6,0.6,0.2727272727272727,0.85,1,Senegal,Japan,2017-05-07,0,3,2
6,1.0,0.4,2.8,1.0,0.4,1.0,0.5,0.3,0,France,Netherlands,2017-05-10,3,1,0
4,0.0,0.8,0.4,2.2,0.6,0.4,0.42857142857142855,0.3,0,Brazil,England,2017-05-10,4,0,0
-1,0.2,0.4,0.4,1.0,0.8,1.0,0.4666666666666667,0.3,0,Morocco,Croatia,2017-05-14,2,1,0
2,0.4,0.4,1.0,1.6,1.0,0.6,0.35714285714285715,0.85,0,Croatia,Switzerland,2017-05-16,0,0,1
-7,0.2,1.0,1.0,3.0,1.2,0.6,0.17647058823529413,0.3,0,Belgium,France,2017-05-16,0,0,1
19,0.4,0.4,1.6,1.2,1.2,0.4,0.45454545454545453,0.3,0,Argentina,Japan,2017-05-19,1,0,0
-7,0.4,0.0,1.0,0.6,1.6,1.6,0.2857142857142857,0.85,1,South Korea,Mexico,2017-05-21,1,2,2
-3,0.4,0.4,0.8,1.2,0.8,0.6,0.46153846153846156,0.6,0,Morocco,Italy,2017-05-21,0,0,1
20,0.6,0.2,2.0,1.0,1.2,2.0,0.3333333333333333,0.6,0,England,South Korea,2017-05-23,1,4,2
10,0.4,0.4,0.8,1.2,0.6,0.4,0.5384615384615384,1.0,1,Croatia,Japan,2017-05-24,1,1,1
-4,0.2,0.2,0.8,0.6,1.2,0.8,0.3333333333333333,0.3,0,Denmark,Belgium,2017-05-25,0,1,2
3,0.4,0.2,1.2,0.4,1.4,1.4,0.2857142857142857,0.3,0,Netherlands,Uruguay,2017-05-28,1,0,0
-2,0.4,0.6,1.4,1.2,0.6,1.0,0.2727272727272727,0.85,0,Japan,Senegal,2017-05-28,0,1,2
12,0.8,0.2,2.2,0.8,0.6,0.6,0.4444444444444444,0.3,0,France,Switzerland,2017-05-30,1,1,1
20,0.2,0.2,1.0,0.6,0.4,1.4,0.5625,0.85,0,Brazil,USA,2017-06-01,1,0,0
-23,0.2,0.6,1.2,2.0,2.0,0.8,0.13333333333333333,0.3,0,South Korea,France,2017-06-02,2,1,0
-13,0.2,0.4,0.8,1.0,0.6,0.0,0.3076923076923077,1.0,1,Switzerland,Brazil,2017-06-04,0,0,1
3,0.4,0.6,1.8,1.2,2.0,1.0,0.14285714285714285,0.3,1,England,Netherlands,2017-06-07,0,2,2
-2,0.2,0.4,0.2,0.8,1.0,0.6,0.2,0.3,1,Uruguay,Belgium,2017-06-10,4,1,0
-11,0.2,0.4,0.6,1.0,0.6,0.0,0.0,0.3,1,Croatia,Brazil,2017-06-11,1,2,2
19,0.6,0.4,1.6,1.2,0.8,0.6,0.45454545454545453,1.0,1,Argentina,Japan,2017-06-21,2,0,0
-12,0.2,0.0,1.0,0.6,1.4,1.4,0.25,0.3,0,Mexico,Portugal,2017-06-25,1,2,2
-3,0.2,0.4,0.8,1.8,2.4,1.0,0.5625,0.6,0,England,France,2017-06-27,1,0,0
4,0.2,0.2,0.6,0.6,1.4,0.8,0.4444444444444444,0.6,0,Belgium,Morocco,2017-06-28,3,0,0
-2,0.4,0.8,0.6,1.8,2.0,0.6,0.2857142857142857,0.3,0,England,Argentina,2017-06-30,1,1,1
-11,0.2,0.2,0.6,1.0,1.0,1.0,0.42857142857142855,0.6,0,Morocco,France,2017-07-03,1,1,1
-14,0.2,0.4,1.0,1.6,1.6,1.4,0.15384615384615385,0.6,0,Mexico,Germany,2017-07-06,0,1,2
-7,0.2,0.4,0.8,1.0,1.6,1.2,0.26666666666666666,0.3,0,Mexico,Uruguay,2017-07-07,0,3,2
-18,0.2,0.4,0.8,1.2,1.0,1.2,0.1111111111111111,0.8,0,Japan,Germany,2017-07-08,2,0,0
-8,0.2,0.4,0.8,1.0,2.2,0.4,0.2857142857142857,0.3,1,Mexico,Italy,2017-07-08,0,0,1
-4,0.2,0.4,0.6,1.0,0.4,0.4,0.3333333333333333,0.3,0,Switzerland,Italy,2017-07-10,0,1,2
7,0.2,0.6,0.6,1.2,1.0,1.0,0.21428571428571427,0.3,0,Morocco,Senegal,2017-07-14,0,1,2
